fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,alkalinity,e330.level,effervescence.index,consumable,quality
7,0.26,0.59,1.4,0.037,40,120,0.9918,3.34,0.41,11.1,46.6,0.59,815.5721104,4,1
6.2,0.25,0.21,15.55,0.039,28,159,0.9982,3.48,0.64,9.6,45.2,0.21,8456.95108,4,1
7.3,0.32,0.23,13.7,0.05,49,197,0.9985,3.2,0.46,8.7,48,0.23,14968.80231,4,0
7.7,0.31,0.26,7.8,0.031,23,90,0.9944,3.13,0.5,10.4,48.7,0.26,3798.478914,4,0
7.1,0.21,0.37,2.4,0.026,23,100,0.9903,3.15,0.38,11.4,48.5,0.37,7602.747238,4,1
6.8,0.24,0.34,2.7,0.047,64.5,218.5,0.9934,3.3,0.58,9.7,47,0.34,6293.135661,4,1
6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,48.6,0.56,11258.35371,4,0
6.1,0.18,0.36,2,0.038,20,249.5,0.9923,3.37,0.79,11.3,46.3,0.36,6178.911381,4,1
6.8,0.21,0.27,2.1,0.03,26,139,0.99,3.16,0.61,12.6,48.4,0.27,5774.29269,4,1
5.8,0.2,0.27,1.4,0.031,12,77,0.9905,3.25,0.36,10.9,47.5,0.27,1572.405174,4,1
5.6,0.19,0.26,1.4,0.03,12,76,0.9905,3.25,0.37,10.9,47.5,0.26,9155.155153,4,1
6.1,0.41,0.14,10.4,0.037,18,119,0.996,3.38,0.45,10,46.2,0.14,1238.505639,4,0
5.9,0.21,0.28,4.6,0.053,40,199,0.9964,3.72,0.7,10,42.8,0.28,7259.295878,4,0
8.5,0.26,0.21,16.2,0.074,41,197,0.998,3.02,0.5,9.8,49.8,0.21,13765.82748,4,0
6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,48.6,0.56,3097.616956,4,0
5.8,0.24,0.44,3.5,0.029,5,109,0.9913,3.53,0.43,11.7,44.7,0.44,4412.989883,4,0
5.8,0.24,0.39,1.5,0.054,37,158,0.9932,3.21,0.52,9.3,47.9,0.39,4722.714283,4,1
6.7,0.26,0.39,1.1,0.04,45,147,0.9935,3.32,0.58,9.6,46.8,0.39,2316.758489,4,1
6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,47.3,0.3,5750.676702,4,1
6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,47.3,0.3,13240.67291,4,1
6.4,0.23,0.39,1.8,0.032,23,118,0.9912,3.32,0.5,11.8,46.8,0.39,7068.596189,4,1
5.8,0.36,0.38,0.9,0.037,3,75,0.9904,3.28,0.34,11.4,47.2,0.38,4282.554945,4,0
6.9,0.115,0.35,5.4,0.048,36,108,0.9939,3.32,0.42,10.2,46.8,0.35,7234.697208,4,1
6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,50.7,0.4,3938.481764,4,0
6.9,0.28,0.4,8.2,0.036,15,95,0.9944,3.17,0.33,10.2,48.3,0.4,3641.871368,4,0
7.2,0.29,0.4,13.6,0.045,66,231,0.9977,3.08,0.59,9.6,49.2,0.4,3673.632791,4,1
6.2,0.24,0.35,1.2,0.038,22,167,0.9912,3.1,0.48,10.6,49,0.35,2778.202758,4,1
6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,50.7,0.4,12507.90889,4,0
6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,47.5,0.26,5640.52746,4,1
5.3,0.58,0.07,6.9,0.043,34,149,0.9944,3.34,0.57,9.7,46.6,0.07,6464.327275,4,0
5.3,0.585,0.07,7.1,0.044,34,145,0.9945,3.34,0.57,9.7,46.6,0.07,5721.79221,4,1
5.4,0.59,0.07,7,0.045,36,147,0.9944,3.34,0.57,9.7,46.6,0.07,11725.69717,4,1
6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,47.5,0.26,5354.47227,4,1
5.2,0.6,0.07,7,0.044,33,147,0.9944,3.33,0.58,9.7,46.7,0.07,3721.690274,4,0
5.8,0.25,0.26,13.1,0.051,44,148,0.9972,3.29,0.38,9.3,47.1,0.26,4826.934353,4,0
6.6,0.58,0.3,5.1,0.057,30,123,0.9949,3.24,0.38,9,47.6,0.3,10642.64676,4,0
7,0.29,0.54,10.7,0.046,59,234,0.9966,3.05,0.61,9.5,49.5,0.54,14545.6252,4,0
6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8,48.6,0.41,6113.793344,4,1
6.7,0.2,0.41,9.1,0.044,50,166,0.9954,3.14,0.58,9.8,48.6,0.41,7963.463163,4,1
7.7,0.26,0.4,1.1,0.042,9,60,0.9915,2.89,0.5,10.6,51.1,0.4,13326.2267,4,0
6.8,0.32,0.34,1.2,0.044,14,67,0.9919,3.05,0.47,10.6,49.5,0.34,2575.777196,4,0
7,0.3,0.49,4.7,0.036,17,105,0.9916,3.26,0.68,12.4,47.4,0.49,11218.27881,4,1
7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6,48.1,0.36,8463.469552,4,1
6.1,0.31,0.58,5,0.039,36,114,0.9909,3.3,0.6,12.3,47,0.58,13538.74103,4,1
6.8,0.44,0.37,5.1,0.047,46,201,0.9938,3.08,0.65,10.5,49.2,0.37,7774.496688,4,0
6.7,0.34,0.3,15.6,0.054,51,196,0.9982,3.19,0.49,9.3,48.1,0.3,554.8377969,4,0
7.1,0.35,0.24,15.4,0.055,46,198,0.9988,3.12,0.49,8.8,48.8,0.24,10736.88721,4,0
7.3,0.32,0.25,7.2,0.056,47,180,0.9961,3.08,0.47,8.8,49.2,0.25,1842.586389,4,0
6.5,0.28,0.33,15.7,0.053,51,190,0.9978,3.22,0.51,9.7,47.8,0.33,7018.854233,4,1
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,50.2,0.39,1111.96931,4,1
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,50.2,0.39,3145.455658,4,1
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,50.2,0.39,11267.7097,4,1
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,50.2,0.39,13569.97648,4,1
5.9,0.15,0.31,5.8,0.041,53,155,0.9945,3.52,0.46,10.5,44.8,0.31,6328.803392,4,1
7.4,0.28,0.42,19.8,0.066,53,195,1,2.96,0.44,9.1,50.4,0.42,3626.841534,4,0
6.2,0.28,0.22,7.3,0.041,26,157,0.9957,3.44,0.64,9.8,45.6,0.22,2163.670439,4,1
9.1,0.59,0.38,1.6,0.066,34,182,0.9968,3.23,0.38,8.5,47.7,0.38,1878.439475,4,0
6.3,0.33,0.27,1.2,0.046,34,175,0.9934,3.37,0.54,9.4,46.3,0.27,4026.956735,4,1
8.3,0.39,0.7,10.6,0.045,33,169,0.9976,3.09,0.57,9.4,49.1,0.7,7149.585666,4,0
7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2,48.1,0.46,11189.76552,4,1
7.5,0.17,0.44,11.3,0.046,65,146,0.997,3.17,0.45,10,48.3,0.44,5331.243322,4,1
6.7,0.17,0.5,2.1,0.043,27,122,0.9923,3.15,0.45,10.3,48.5,0.5,3665.311136,4,1
6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,47.3,0,3762.141494,4,1
8.3,0.2,0.35,0.9,0.05,12,74,0.992,3.13,0.38,10.5,48.7,0.35,3571.484157,4,1
6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,47.3,0,8767.615003,4,1
6,0.29,0.21,1.3,0.055,42,168,0.9914,3.32,0.43,11.1,46.8,0.21,7512.292032,4,1
7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,48,0.24,11775.65706,4,1
7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,48,0.24,6770.113266,4,1
7.2,0.43,0.24,6.7,0.058,40,163,0.995,3.2,0.41,9.9,48,0.24,2039.115339,4,0
7.3,0.4,0.24,6.7,0.058,41,166,0.995,3.2,0.41,9.9,48,0.24,14895.64735,4,1
6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4,48,0.27,2490.250047,4,1
6.2,0.31,0.26,4.8,0.037,36,148,0.9928,3.21,0.41,10.4,47.9,0.26,2574.617695,4,1
6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,46,0.27,13931.52787,4,1
5,0.55,0.14,8.3,0.032,35,164,0.9918,3.53,0.51,12.5,44.7,0.14,10598.91489,4,1
7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10,46.4,0.41,10838.4115,4,1
5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,47.1,0.21,3330.972656,4,1
5.8,0.34,0.21,6.6,0.04,50,167,0.9941,3.29,0.62,10,47.1,0.21,12401.74544,4,0
6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,49.1,0.6,7726.685096,4,1
6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,47.9,0.34,10376.77661,4,1
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,48.1,0.35,1573.937027,4,0
5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5,44.8,0.47,12312.36347,4,1
6.1,0.125,0.25,3.3,0.04,10,69,0.9934,3.54,0.59,10.1,44.6,0.25,6957.456294,4,1
6,0.1,0.24,1.1,0.041,15,65,0.9927,3.61,0.61,10.3,43.9,0.24,11208.87415,4,1
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,48.1,0.35,719.8018943,4,0
6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,47.9,0.34,669.9297806,4,1
6.8,0.28,0.44,9.3,0.031,35,137,0.9946,3.16,0.36,10.4,48.4,0.44,8043.30646,4,1
8.3,0.41,0.51,2,0.046,11,207,0.993,3.02,0.55,11.4,49.8,0.51,666.5861079,4,0
7.5,0.27,0.31,5.8,0.057,131,313,0.9946,3.18,0.59,10.5,48.2,0.31,7715.958931,4,0
7.9,0.26,0.41,15.15,0.04,38,216,0.9976,2.96,0.6,10,50.4,0.41,11789.79655,4,1
6.4,0.34,0.23,6.3,0.039,37,143,0.9944,3.19,0.65,10,48.1,0.23,5699.776123,4,1
6.5,0.28,0.35,15.4,0.042,55,195,0.9978,3.23,0.5,9.6,47.7,0.35,13916.90916,4,1
7.2,0.21,0.41,1.3,0.036,33,85,0.992,3.17,0.51,10.4,48.3,0.41,1624.189187,4,0
6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,46.4,0.35,10821.25532,4,1
6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,48,0.34,657.3020661,4,0
6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,47.2,0.3,5093.233508,4,1
6.5,0.28,0.34,9.9,0.038,30,133,0.9954,3.11,0.44,9.8,48.9,0.34,5039.373506,4,0
5.6,0.26,0.26,5.7,0.031,12,80,0.9923,3.25,0.38,10.8,47.5,0.26,8671.137658,4,0
6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,47.2,0.3,7617.210078,4,1
6.3,0.23,0.33,1.5,0.036,15,105,0.991,3.32,0.42,11.2,46.8,0.33,4076.715666,4,1
5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,47.2,0.27,13013.87976,4,1
5.9,0.26,0.4,1.3,0.047,12,139,0.9945,3.45,0.53,10.4,45.5,0.4,4562.298424,4,0
6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,45.7,0.35,10170.70676,4,1
7.4,0.2,0.43,7.8,0.045,27,153,0.9964,3.19,0.55,9,48.1,0.43,4673.447154,4,1
8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,48,0.36,11770.19321,4,1
6.4,0.26,0.42,9.7,0.044,30,140,0.9962,3.18,0.47,9.1,48.2,0.42,9255.392065,4,1
5.4,0.31,0.47,3,0.053,46,144,0.9931,3.29,0.76,10,47.1,0.47,8398.492172,4,0
5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,47.1,0.47,6646.977022,4,1
7.1,0.145,0.33,4.6,0.05,33,131,0.9942,3.28,0.4,9.6,47.2,0.33,11940.40666,4,1
5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,46.4,0.1,7348.099743,4,1
6.7,0.19,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,48,0.41,7871.546583,4,1
7.8,0.18,0.46,13.6,0.052,38,118,0.998,3.15,0.5,10,48.5,0.46,11873.37588,4,1
7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,48.5,0.45,8370.986689,4,0
6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,47.3,0.36,11045.45063,4,1
7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,49.7,0.4,14120.3169,4,1
5.5,0.335,0.3,2.5,0.071,27,128,0.9924,3.14,0.51,9.6,48.6,0.3,13787.38533,4,1
7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,49.7,0.4,674.7988879,4,1
5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6,47.5,0.42,5368.127111,4,1
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,51.1,0.37,14329.96575,4,1
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,51.1,0.37,9283.320235,4,1
6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,48.5,0.33,5699.671533,4,1
10,0.2,0.39,1.4,0.05,19,152,0.994,3,0.42,10.4,50,0.39,10932.63364,4,1
6.9,0.24,0.34,4.7,0.04,43,161,0.9935,3.2,0.59,10.6,48,0.34,13053.52104,4,1
6.4,0.24,0.32,14.9,0.047,54,162,0.9968,3.28,0.5,10.2,47.2,0.32,13323.25842,4,1
7.1,0.365,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9,48.5,0.14,9913.827794,4,0
6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,46,0.3,197.9525547,4,1
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,51.1,0.37,6112.698341,4,1
6.8,0.16,0.4,2.3,0.037,18,102,0.9923,3.49,0.42,11.4,45.1,0.4,13687.66534,4,1
6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,46,0.32,1383.336047,4,1
6,0.18,0.27,1.5,0.089,40,143,0.9923,3.49,0.62,10.8,45.1,0.27,6427.802463,4,1
6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,48.8,0.21,1577.8407,4,1
7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,48.3,0.48,6579.971662,4,1
7.1,0.39,0.35,12.5,0.044,26,72,0.9941,3.17,0.29,11.6,48.3,0.35,2535.266295,4,0
6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,48.8,0.21,1565.854865,4,1
7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,48.3,0.48,3783.85736,4,1
6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10,46.6,0.19,13166.73891,4,0
7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,49,0.27,11262.55463,4,1
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,44.9,0.22,4763.260988,4,1
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,44.9,0.22,748.2212612,4,1
6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,46.8,0.28,12598.91595,4,1
7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,48.5,0.44,9132.630538,4,1
5.7,0.32,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10,47.8,0.5,12433.57427,4,1
6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,46.8,0.28,2110.008133,4,1
7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,48.5,0.44,8617.302978,4,1
7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9,49,0.26,6511.667354,4,1
7.5,0.35,0.28,9.6,0.051,26,157,0.9969,3.12,0.53,9.2,48.8,0.28,13439.66326,4,1
7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,49,0.27,3805.64883,4,1
6,0.36,0.39,3.2,0.027,20,125,0.991,3.38,0.39,11.3,46.2,0.39,14496.70943,4,1
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,44.9,0.22,5309.8663,4,1
5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,45.2,0.56,4340.428613,4,1
6.3,0.39,0.35,5.9,0.04,82.5,260,0.9941,3.12,0.66,10.1,48.8,0.35,7137.494421,4,0
6.7,0.21,0.32,5.4,0.047,29,140,0.995,3.39,0.46,9.7,46.1,0.32,4828.411414,4,1
7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,48.2,0.38,10790.49482,4,1
7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,48.2,0.38,4542.149798,4,1
6.5,0.36,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,49,0.32,8675.463991,4,0
6.1,0.55,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2,46.4,0.15,2479.375014,4,1
7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,49.2,0.43,4466.45479,4,1
6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,48.1,0.51,4710.020572,4,0
6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,48.2,0.12,13559.9888,4,0
8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,49.1,0.42,9999.339668,4,0
6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,45.4,0.4,532.9517661,4,1
5.9,0.26,0.27,18.2,0.048,52,168,0.9993,3.35,0.44,9.4,46.5,0.27,13899.92455,4,0
6.4,0.19,0.42,2.9,0.032,32,83,0.9908,3.3,0.41,11.7,47,0.42,8246.136473,4,1
6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,45.4,0.4,1773.206435,4,1
6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,48.1,0.51,3553.405658,4,0
6.1,0.35,0.07,1.4,0.069,22,108,0.9934,3.23,0.52,9.2,47.7,0.07,1568.744991,4,0
7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,49.3,0.31,14544.23103,4,0
6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,47.6,0.31,1336.31474,4,1
6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,48.2,0.12,5228.033936,4,0
5.8,0.28,0.34,4,0.031,40,99,0.9896,3.39,0.39,12.8,46.1,0.34,14913.49885,4,1
6.9,0.49,0.24,1.2,0.049,13,125,0.9932,3.17,0.51,9.4,48.3,0.24,9971.464501,4,0
6.3,0.14,0.39,1.2,0.044,26,116,0.992,3.26,0.53,10.3,47.4,0.39,7484.037613,4,1
8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,49.1,0.42,8030.603012,4,0
7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,50.3,0.39,4875.320381,4,1
7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,47,0.36,4931.92842,4,1
7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,48.4,0.39,13114.75715,4,0
7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,48.4,0.39,13298.64281,4,0
7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,50.3,0.39,5623.817182,4,1
7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,47,0.36,10089.16627,4,1
7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,48.1,0.27,7146.640553,4,1
6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9,49,0.22,6005.975946,4,0
7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,48.1,0.27,7410.563379,4,1
7.4,0.31,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,46.9,0.28,2485.783705,4,1
7,0.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7,48.4,0.31,12343.75982,4,1
7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,47.5,0.28,12933.71894,4,1
7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,47.5,0.28,1347.482774,4,1
7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,47.5,0.28,1498.834851,4,1
6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,46.6,0.38,5475.962259,4,1
7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,47.5,0.28,5286.96286,4,1
7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,47.5,0.28,11926.62186,4,1
6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,49.1,0.5,10597.61989,4,0
7.8,0.21,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,49.4,0.27,10919.51659,4,0
7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,49,0.47,5979.152779,4,0
6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,49.1,0.5,3952.30252,4,0
6.4,0.34,0.1,1.1,0.048,19,84,0.9927,3.21,0.38,9.8,47.9,0.1,8092.227631,4,0
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,48.2,0.34,14581.92658,4,1
7.2,0.55,0.09,1.5,0.108,16,151,0.9938,3.07,0.57,9.2,49.3,0.09,10824.73378,4,0
7,0.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,46.5,0.36,10004.88692,4,1
6.9,0.2,0.37,6.2,0.027,24,97,0.992,3.38,0.49,12.2,46.2,0.37,14626.57093,4,1
6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,47.3,0.32,11904.42421,4,0
6.6,0.16,0.32,1.4,0.035,49,186,0.9906,3.35,0.64,12.4,46.5,0.32,1742.939083,4,1
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,48.2,0.34,7597.374564,4,1
6.2,0.35,0.04,1.2,0.06,23,108,0.9934,3.26,0.54,9.2,47.4,0.04,7078.850543,4,0
6.7,0.22,0.37,1.6,0.028,24,102,0.9913,3.29,0.59,11.6,47.1,0.37,6659.515282,4,1
6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,47,0.2,3781.647489,4,1
6,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,45.7,0.28,11821.80646,4,1
6.6,0.52,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,47.4,0.44,2785.308697,4,1
6.9,0.24,0.36,20.8,0.031,40,139,0.9975,3.2,0.33,11,48,0.36,6318.574327,4,1
7.1,0.32,0.32,11,0.038,16,66,0.9937,3.24,0.4,11.5,47.6,0.32,1320.048538,4,0
5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4,44.7,0.27,14511.92706,4,0
6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,45.6,0.24,9599.817237,4,1
6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,45.6,0.24,9915.849553,4,1
6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,45.2,0.29,2202.401241,4,1
7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,49.7,0.2,4771.810038,4,0
6.1,0.2,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1,47.6,0.25,6242.270997,4,0
5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,45.4,0.14,580.3535435,4,1
6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,45.9,0.27,1792.479815,4,1
6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,45.2,0.29,8137.138306,4,1
6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,45.6,0.24,3672.940424,4,1
6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,47,0.31,7245.989152,4,1
7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,50.5,0.27,2019.354528,4,0
6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,47.1,0.32,7646.574226,4,1
6.1,0.43,0.35,9.1,0.059,83,249,0.9971,3.37,0.5,8.5,46.3,0.35,6857.863065,4,0
7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,50.5,0.27,13482.8702,4,0
7,0.25,0.29,15.2,0.047,40,171,0.9982,3.22,0.45,9.3,47.8,0.29,8409.964783,4,0
5.9,0.25,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5,46.5,0.19,14705.14899,4,0
6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,48.3,0.21,7262.035231,4,1
7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,48.4,0.62,5919.168778,4,0
6.3,0.21,0.58,10,0.081,34,126,0.9962,2.95,0.46,8.9,50.5,0.58,5872.483414,4,0
7,0.14,0.32,9,0.039,54,141,0.9956,3.22,0.43,9.4,47.8,0.32,819.8382597,4,1
6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,48.3,0.21,14722.59962,4,1
7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,48.4,0.62,342.931667,4,0
7.2,0.29,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6,49.1,0.53,1606.795096,4,0
8.6,0.37,0.7,12.15,0.039,21,158,0.9983,3,0.73,9.3,50,0.7,13079.48851,4,1
6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,48.6,0.34,3013.392553,4,0
6.6,0.24,0.29,2,0.023,19,86,0.99,3.25,0.45,12.5,47.5,0.29,5287.190156,4,1
7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,46.4,0.31,5974.44406,4,1
5.5,0.16,0.22,4.5,0.03,30,102,0.9938,3.24,0.36,9.4,47.6,0.22,11636.99539,4,1
7,0.24,0.51,11,0.029,55,227,0.9965,3.03,0.61,9.5,49.7,0.51,6415.157927,4,0
7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,50.1,0.36,10709.28085,4,1
7,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,48.9,0.28,4460.236051,4,1
